correct	entityFindRange	findAns	findTrueEntity	findTrueRelation	languageLength	numOfCandidateEntity	numOfEntityLinkings	topWitchEntitySelected	topWitchRelationSelected	trueEntityLength	useFulTop1Entity	useFulTop1Relation
1	0	1	1	1	7	3	1	0	0	2	1	1
0	1	1	0	1	12	10	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	0	1	1	1	9	4	717	0	0	1	1	1
0	0	1	1	0	9	5	19	0	0	3	1	1
1	0	1	1	1	9	6	56	0	0	2	1	1
0	1	1	0	0	16	7	14	2	3	8	0	0
1	0	1	1	1	5	2	257	0	0	1	1	1
0	1	1	0	0	7	3	6	1	0	1	0	1
1	0	1	1	1	6	4	4	0	0	2	1	1
1	0	1	1	1	10	5	1	0	1	2	1	0
1	0	1	1	1	12	9	1	0	0	7	1	1
1	1	1	1	1	10	6	1	0	0	3	1	1
0	0	1	0	1	10	4	1	1	0	3	0	1
0	0	1	1	0	7	4	4	0	0	2	1	1
1	1	1	1	1	8	3	2	1	0	1	0	1
1	0	1	1	1	7	5	4	0	0	2	1	1
1	0	1	1	1	7	4	1	0	1	2	1	0
1	0	1	1	1	8	5	4	0	0	2	1	1
1	0	1	1	1	10	4	1	1	1	2	0	0
0	0	1	1	0	9	8	375	0	0	3	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	9	6	35	0	0	2	1	1
0	1	1	0	0	11	10	32	2	0	4	0	1
1	1	1	1	1	10	4	1	0	0	2	1	1
1	0	1	1	1	6	2	1	0	0	1	1	1
1	0	1	1	1	13	4	3	0	0	2	1	1
1	1	1	1	1	10	3	22	1	0	1	0	1
1	1	1	1	1	9	5	3	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	11	5	2	0	0	2	1	1
1	1	1	1	1	8	6	1	0	0	3	1	1
0	1	1	0	0	14	7	1	0	2	6	1	0
1	0	1	1	1	5	3	1	0	0	2	1	1
1	1	1	1	1	9	7	464	0	0	3	1	1
0	1	1	0	0	10	6	220	5	0	7	0	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	6	5	3	0	3	3	1	0
1	0	1	1	1	10	9	1	0	0	5	1	1
1	1	1	1	1	12	6	1	0	0	5	1	1
0	0	1	1	0	8	5	1458	0	0	2	1	1
0	1	1	0	1	7	4	3	1	0	4	0	1
0	1	1	0	0	6	4	1	1	0	3	0	1
1	0	1	1	1	5	2	2	0	0	1	1	1
0	1	1	0	1	10	10	529	1	0	6	0	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
0	1	1	0	0	9	8	1	0	1	5	1	0
1	0	1	1	1	10	6	1	0	0	4	1	1
1	0	1	1	1	12	6	3	0	0	4	1	1
0	1	1	0	1	6	2	10	0	0	1	1	1
0	0	1	0	0	12	6	30	1	1	3	0	0
1	2	1	1	1	8	6	6	1	0	1	0	1
1	0	1	1	1	8	3	184	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
0	1	1	0	0	11	5	51	1	0	1	0	1
1	0	1	1	1	5	5	4	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	2	1	1
1	1	1	1	1	11	6	2	0	0	2	1	1
0	0	1	0	0	11	5	6	2	0	8	0	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	0	1	0	7	4	3	0	0	4	1	1
0	1	1	0	1	6	3	20	0	0	2	1	1
1	0	1	1	1	8	7	1	0	0	3	1	1
1	0	1	1	1	7	5	8	0	0	2	1	1
1	0	1	1	1	7	3	141	0	0	1	1	1
0	1	1	0	0	7	2	19	1	0	1	0	1
1	1	1	1	1	10	8	2	0	0	3	1	1
0	1	0	0	1	13	6	1	0	0	7	1	1
0	0	0	0	0	8	3	10	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	8	2	1	0	0	2	1	1
1	0	1	1	1	7	2	915	0	0	1	1	1
1	0	1	1	1	7	2	1	0	0	1	1	1
1	1	1	1	1	8	2	65	1	0	1	0	1
1	1	1	1	1	9	6	2305	0	0	3	1	1
1	1	1	1	1	7	5	18	0	0	2	1	1
1	0	1	1	1	8	3	2	0	0	3	1	1
1	1	1	1	1	8	5	1	0	0	2	1	1
0	1	0	0	1	9	4	11	0	0	3	1	1
0	1	1	0	1	6	3	10	0	0	1	1	1
0	0	1	1	0	8	3	1	0	0	2	1	1
1	0	1	1	1	7	3	25	0	0	1	1	1
1	1	1	1	1	7	7	24	0	0	3	1	1
0	1	1	0	0	5	3	10	0	0	1	1	1
1	0	1	1	1	8	5	12	0	0	3	1	1
1	0	1	1	1	8	2	582	0	0	1	1	1
0	1	1	1	0	5	5	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
0	0	0	0	0	6	3	1	0	0	2	1	1
0	0	1	0	0	11	4	1	1	2	1	0	0
0	1	1	1	0	5	5	1	0	0	2	1	1
0	0	1	1	0	11	6	3	0	0	5	1	1
0	1	1	0	0	9	4	3	1	2	4	0	0
1	0	1	1	1	10	3	1	0	0	2	1	1
0	1	1	0	1	7	4	54	1	0	4	0	1
0	1	0	0	1	15	6	12	0	0	7	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	1	1	0	1	11	7	6	0	0	6	1	1
0	1	1	0	0	7	3	51	0	0	3	1	1
0	0	1	1	0	8	5	1	0	0	3	1	1
0	0	1	1	0	11	6	10	0	0	2	1	1
1	0	1	1	1	7	6	14	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	4	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
1	1	1	1	1	12	9	4	0	2	3	1	0
0	0	1	0	0	5	4	29	3	0	1	0	1
1	1	1	1	1	9	6	1	0	3	4	1	0
1	0	1	1	1	8	2	84	0	0	1	1	1
0	1	0	0	0	9	4	10	0	0	5	1	1
0	1	1	0	0	11	5	4	0	0	2	1	1
1	0	1	1	1	12	5	1	0	0	4	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	1	0	1	11	5	35	0	0	2	1	1
0	1	1	0	0	9	4	6	1	0	3	0	1
0	0	1	1	0	8	9	2	0	0	4	1	1
1	0	1	1	1	5	4	6	0	2	2	1	0
1	0	1	1	1	8	2	1	0	0	1	1	1
1	1	1	1	1	7	2	1	1	1	1	0	0
1	1	1	1	1	9	3	600	1	0	1	0	1
1	0	1	1	1	6	2	97	0	0	1	1	1
0	0	1	1	0	11	8	396	0	0	4	1	1
0	1	1	0	1	11	6	23	1	0	6	0	1
1	1	1	1	1	8	4	1	0	0	2	1	1
0	1	1	0	1	11	8	640	1	0	6	0	1
1	0	1	1	1	8	4	2	0	0	2	1	1
1	0	1	1	1	9	3	1	0	2	2	1	0
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	13	6	1	0	0	3	1	1
0	1	1	0	1	14	12	24	0	0	8	1	1
0	0	1	0	0	5	4	8	1	1	2	0	0
0	1	1	1	0	5	5	1	0	0	2	1	1
0	0	1	0	0	4	4	10	1	0	2	0	1
1	0	1	1	1	8	3	364	0	0	1	1	1
1	0	1	1	1	5	5	1	0	3	2	1	0
1	0	1	1	1	10	8	1	0	0	4	1	1
0	1	0	1	0	8	3	1	0	0	2	1	1
1	1	1	1	1	7	4	16	2	1	1	0	0
1	0	1	1	1	8	3	1	0	0	2	1	1
1	1	1	1	1	10	3	2	1	0	1	0	1
1	1	1	1	1	4	3	3	1	0	1	0	1
1	1	1	1	1	8	3	1	0	3	3	1	0
1	0	1	1	1	3	2	18	0	0	1	1	1
1	0	1	1	1	9	6	1	0	0	3	1	1
1	0	1	1	1	7	4	1	0	0	3	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	0	1	1	0	7	4	4	0	0	2	1	1
0	0	1	1	0	7	4	30	0	1	2	1	0
1	0	1	1	1	8	5	5	0	0	2	1	1
0	1	1	0	0	11	4	10	1	3	5	0	0
1	1	1	1	1	8	5	24	3	0	1	0	1
1	0	1	1	1	8	4	2	0	0	2	1	1
1	0	1	1	1	8	5	13	0	0	2	1	1
0	1	1	1	0	5	4	1748	1	0	1	0	1
1	0	1	1	1	9	3	1	0	0	2	1	1
1	0	1	1	1	6	5	4	0	0	2	1	1
1	0	1	1	1	8	4	5	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
0	1	0	0	1	10	4	14	0	0	5	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	1	1	0	0	5	3	10	0	2	1	1	0
1	0	1	1	1	6	5	1	0	2	2	1	0
1	1	1	1	1	11	3	1	0	1	2	1	0
1	1	1	1	1	8	5	1	0	0	3	1	1
1	0	1	1	1	10	5	640	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	1	1	0	1	14	9	12	1	0	7	0	1
0	0	1	0	0	6	2	6	0	0	1	1	1
0	1	1	0	1	7	2	12	1	0	2	0	1
1	1	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	7	6	1	0	0	3	1	1
1	0	1	1	1	14	10	1972	0	0	6	1	1
1	1	1	1	1	8	5	2	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	7	2	6	0	0	1	1	1
1	0	1	1	1	4	2	4	0	0	1	1	1
1	0	1	1	1	7	2	972	0	0	1	1	1
0	1	1	0	0	8	6	1	0	0	4	1	1
1	1	1	1	1	9	6	188	0	1	2	1	0
0	1	1	1	0	7	5	3	0	0	3	1	1
1	1	1	1	1	10	5	2	0	0	2	1	1
1	0	1	1	1	9	1	214	0	0	1	1	1
1	1	1	1	1	8	5	1	0	1	2	1	0
1	0	1	1	1	8	5	2	0	0	3	1	1
1	0	1	1	1	10	5	1	0	0	3	1	1
1	0	1	1	1	8	2	2	0	0	1	1	1
1	0	1	1	1	11	7	7	0	0	3	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	3	2	1	0
0	0	1	1	0	5	4	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
0	1	1	0	1	8	5	10	1	0	3	0	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	8	5	1	0	1	3	1	0
0	0	1	0	0	7	3	45	1	0	2	0	1
1	0	1	1	1	4	3	37	0	0	1	1	1
1	0	1	1	1	6	5	5	0	1	2	1	0
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	1	1	1	1	7	7	107	0	0	2	1	1
1	0	1	1	1	6	3	1	1	0	2	0	1
1	0	1	1	1	9	8	4	0	1	4	1	0
1	0	1	1	1	9	2	1	0	0	2	1	1
0	1	0	0	0	9	4	7	0	0	1	1	1
0	1	0	0	1	8	3	6	0	0	3	1	1
1	0	1	1	1	3	2	761	0	0	1	1	1
0	1	1	0	0	15	7	19	0	0	8	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	1	1	0	0	5	3	45	1	3	1	0	0
1	0	1	1	1	8	3	2	0	0	2	1	1
0	1	1	0	1	15	6	17	3	2	2	0	0
0	2	1	0	0	6	5	10	2	0	1	0	1
0	0	1	1	0	6	1	1837	0	0	1	1	1
1	0	1	1	1	12	4	2	1	1	3	0	0
0	1	1	0	1	12	3	37	0	0	6	1	1
0	0	1	0	0	8	5	1	0	3	1	1	0
1	0	1	1	1	9	5	4	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	1	1	0	0	11	5	1	0	2	5	1	0
1	0	1	1	1	6	3	2	0	0	1	1	1
1	0	1	1	1	11	4	3	0	0	2	1	1
0	0	1	1	0	10	7	1	0	0	3	1	1
1	1	1	1	1	11	5	12	0	0	3	1	1
1	0	1	1	1	10	7	5	0	0	5	1	1
1	1	1	1	1	10	4	1	0	0	3	1	1
0	1	0	0	1	15	6	3	0	0	7	1	1
1	0	1	1	1	4	4	519	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	5	3	1381	0	0	1	1	1
0	1	1	0	1	17	11	1	0	0	9	1	1
0	0	1	1	0	10	5	12	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	4	3	257	0	0	1	1	1
0	0	0	0	1	6	1	4	0	0	1	1	1
0	0	1	0	1	9	4	3	1	0	2	0	1
1	1	1	1	1	14	9	1	0	0	5	1	1
1	0	1	1	1	7	5	854	0	0	2	1	1
0	1	0	0	1	10	2	15	0	0	2	1	1
1	0	1	1	1	6	4	11	0	0	2	1	1
0	0	1	1	0	12	7	1	0	0	6	1	1
0	0	1	0	0	7	2	12	0	1	1	1	0
1	0	1	1	1	9	2	1380	0	0	1	1	1
0	1	1	1	0	10	4	27	0	0	2	1	1
0	1	1	0	0	9	3	9	1	3	1	0	0
1	1	1	1	1	5	5	1	0	0	2	1	1
1	1	1	1	1	7	6	6	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	3	1	1
1	0	1	1	1	7	4	3	0	0	2	1	1
0	1	1	0	0	5	4	10	0	1	1	1	0
0	1	1	0	0	12	8	10	1	2	6	0	0
0	0	1	0	0	7	6	1	1	0	2	0	1
1	1	1	1	1	8	7	1	0	0	3	1	1
1	0	1	1	1	6	3	6	0	0	1	1	1
0	0	1	0	0	8	3	1	0	0	4	1	1
0	1	1	0	0	17	14	1	0	0	12	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	10	7	5	0	0	3	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	1	10	4	38	0	0	4	1	1
1	1	1	1	1	11	4	1	0	0	4	1	1
1	1	1	1	1	12	8	1	0	0	4	1	1
1	0	1	1	1	4	2	257	0	0	1	1	1
1	1	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	7	4	6	0	0	2	1	1
1	0	1	1	1	5	6	790	3	0	1	0	1
1	0	1	1	1	8	5	1	0	1	2	1	0
1	1	1	1	1	8	5	4	0	0	2	1	1
1	0	1	1	1	4	2	1	0	0	2	1	1
0	1	0	1	0	7	4	1	0	0	3	1	1
1	0	1	1	1	11	2	2	0	0	1	1	1
1	0	1	1	1	5	2	173	0	0	1	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	3	1	1
0	1	1	1	0	6	5	3	0	0	2	1	1
1	0	1	1	1	12	6	2	0	0	4	1	1
1	0	1	1	1	6	2	173	0	0	1	1	1
0	0	1	0	1	12	1	431	0	1	4	1	0
1	0	1	1	1	8	3	295	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
0	0	1	1	0	9	4	1	0	3	2	1	0
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	11	3	1	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	3	1	1
0	1	1	0	0	4	3	10	0	1	1	1	0
1	0	1	1	1	9	3	1001	0	0	1	1	1
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	6	5	2	0	0	2	1	1
1	0	1	1	1	6	3	7	0	0	1	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	1	1	0	5	4	1	0	0	2	1	1
0	1	1	0	1	14	6	37	0	0	7	1	1
1	1	1	1	1	13	12	2	0	0	5	1	1
0	0	1	1	0	4	2	338	0	0	1	1	1
1	1	1	1	1	11	7	6	0	0	6	1	1
1	1	1	1	1	11	5	20	0	0	4	1	1
0	0	1	1	0	6	6	1	0	0	3	1	1
1	0	1	1	1	8	2	1	0	0	1	1	1
1	0	1	1	1	5	3	1	0	0	1	1	1
1	1	1	1	1	9	3	20	1	0	1	0	1
0	0	1	1	0	10	5	1	0	0	3	1	1
0	1	1	0	0	7	6	3	0	3	2	1	0
0	1	1	0	0	10	5	14	2	2	4	0	0
0	1	1	0	0	7	3	10	0	0	2	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	1	1	1	1	9	5	1	0	1	3	1	0
1	1	1	1	1	9	6	19	0	0	2	1	1
1	1	1	1	1	10	4	4	0	0	3	1	1
0	1	1	0	1	9	3	25	0	0	4	1	1
0	0	1	1	0	8	6	3	0	0	3	1	1
0	1	1	0	0	9	4	7	2	1	7	0	0
0	0	0	1	0	8	3	6	0	0	1	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	8	4	2	0	0	2	1	1
0	1	1	0	1	9	5	72	1	0	5	0	1
1	0	1	1	1	8	4	39	0	0	3	1	1
1	1	1	1	1	14	5	362	4	0	1	0	1
0	0	1	1	0	5	2	182	0	0	1	1	1
1	1	1	1	1	12	6	1	0	0	4	1	1
1	1	1	1	1	9	4	360	0	0	2	1	1
1	1	1	1	1	8	2	1	0	0	2	1	1
0	1	1	1	0	9	6	1	0	0	6	1	1
0	0	1	1	0	7	5	7	0	0	2	1	1
1	0	1	1	1	11	8	1	0	0	4	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	1	1	1	1	8	5	7	0	0	2	1	1
0	0	1	1	0	6	3	1	0	0	2	1	1
0	0	1	0	0	11	8	2	0	1	4	1	0
0	0	1	0	1	6	2	30	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	1	0	6	2	1	0	0	1	1	1
0	1	1	1	0	8	3	1	1	2	1	0	0
1	0	1	1	1	6	1	5	0	0	1	1	1
1	0	1	1	1	7	6	1	0	0	4	1	1
1	0	1	1	1	5	3	18	0	0	1	1	1
1	0	1	1	1	6	3	1606	0	0	1	1	1
1	0	1	1	1	8	2	33	0	0	1	1	1
1	0	1	1	1	11	3	1	0	0	2	1	1
0	1	1	0	1	13	9	4	0	0	7	1	1
1	0	1	1	1	11	11	5	0	0	5	1	1
0	1	1	0	0	9	5	10	0	1	4	1	0
1	0	1	1	1	7	4	4	0	0	2	1	1
1	0	1	1	1	13	10	1	0	1	6	1	0
1	0	1	1	1	8	3	6	0	0	2	1	1
1	0	1	1	1	7	3	90	0	0	1	1	1
0	1	0	0	1	11	5	17	0	0	6	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	0	8	4	14	2	3	1	0	0
1	1	1	1	1	10	10	1	0	0	7	1	1
0	1	1	0	0	10	2	3	1	1	3	0	0
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	1	1	0	8	4	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	0	0	0	8	1	1	0	0	2	1	1
1	0	1	1	1	7	5	4	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	7	7	11	0	0	2	1	1
0	1	1	0	1	7	6	67	2	0	5	0	1
1	1	1	1	1	12	5	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	1	3	1	0
1	1	1	1	1	12	8	21	0	0	4	1	1
1	1	1	1	1	10	5	2	0	0	2	1	1
0	0	1	0	0	11	8	10	2	0	6	0	1
1	1	1	1	1	5	4	5	0	0	2	1	1
1	0	1	1	1	6	5	3	0	0	2	1	1
1	1	1	1	1	10	5	1	0	0	2	1	1
0	1	1	0	0	14	18	44	7	2	9	0	0
0	1	1	0	1	16	9	69	0	1	7	1	0
1	0	1	1	1	8	5	1	0	0	2	1	1
1	1	1	1	1	5	4	1	0	1	2	1	0
0	0	1	1	0	7	4	1	0	0	2	1	1
0	1	1	0	0	16	11	3	0	2	8	1	0
0	1	1	0	0	14	12	10	2	2	9	0	0
1	0	1	1	1	6	7	1	0	1	3	1	0
1	0	1	1	1	4	3	2	0	1	2	1	0
1	0	1	1	1	11	8	4	0	0	4	1	1
0	0	1	1	0	8	4	243	0	0	3	1	1
1	0	1	1	1	11	4	1	0	0	2	1	1
1	1	1	1	1	5	4	5	3	0	1	0	1
0	0	1	0	1	11	4	12	0	0	2	1	1
0	1	1	0	1	13	8	1	0	0	6	1	1
0	0	1	1	0	8	4	8	0	0	2	1	1
1	0	1	1	1	7	4	206	0	0	2	1	1
1	0	1	1	1	9	8	3	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	6	2	2	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	13	12	1	0	0	5	1	1
0	0	1	1	0	8	4	1	0	0	3	1	1
0	0	1	1	0	9	7	7	0	0	4	1	1
1	0	1	1	1	4	4	1076	0	0	2	1	1
0	1	1	0	0	6	4	9	0	0	1	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	5	2	100	0	0	1	1	1
1	0	1	1	1	9	3	1	0	0	1	1	1
1	0	1	1	1	6	4	1	0	2	2	1	0
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	6	2	1	0	0	2	1	1
1	0	1	1	1	11	4	315	0	0	2	1	1
1	0	1	1	1	13	6	1	0	0	5	1	1
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
1	0	1	1	1	7	2	33	0	0	1	1	1
1	0	1	1	1	6	2	162	0	0	1	1	1
0	1	0	0	1	8	2	44	0	0	2	1	1
0	1	1	0	0	7	5	8	1	1	4	0	0
1	0	1	1	1	5	3	23	0	0	2	1	1
1	0	1	1	1	8	5	5	0	0	2	1	1
1	0	1	1	1	7	4	1	0	1	2	1	0
0	0	0	0	1	8	2	4	0	0	2	1	1
1	0	1	1	1	14	11	1	0	0	6	1	1
1	0	1	1	1	8	2	3	0	0	1	1	1
0	1	1	0	1	9	3	10	0	0	3	1	1
1	1	1	1	1	7	2	1	0	0	3	1	1
0	0	1	0	1	7	6	1	0	0	3	1	1
0	0	1	1	0	7	5	234	0	0	2	1	1
1	0	1	1	1	7	3	2668	0	0	1	1	1
1	0	1	1	1	8	3	2	0	0	2	1	1
1	1	1	1	1	6	6	1	0	0	4	1	1
1	0	1	1	1	13	10	2	0	0	6	1	1
1	0	1	1	1	8	5	1	0	0	3	1	1
0	1	1	0	0	12	9	8	2	3	4	0	0
0	1	0	1	0	9	4	6	0	0	2	1	1
0	1	1	0	0	8	4	10	0	1	1	1	0
1	0	1	1	1	8	2	210	0	0	1	1	1
1	0	1	1	1	10	7	2	0	0	3	1	1
0	1	1	1	0	8	6	47	0	3	3	1	0
0	1	1	0	1	10	3	25	0	0	1	1	1
1	1	1	1	1	6	6	26	0	0	2	1	1
0	1	1	0	0	6	2	9	0	1	1	1	0
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	0	11	5	5	1	2	3	0	0
0	0	1	0	1	5	3	2	0	0	2	1	1
0	0	1	0	1	9	5	2	0	0	3	1	1
0	0	1	1	0	7	5	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	3	1	1
1	1	1	1	1	8	4	30	1	0	1	0	1
1	0	1	1	1	8	2	972	0	0	1	1	1
1	0	1	1	1	7	6	1	0	2	3	1	0
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	1	0	5	3	1	0	0	2	1	1
1	0	1	1	1	7	5	21	0	0	2	1	1
1	0	1	1	1	5	4	2	0	0	2	1	1
1	1	1	1	1	12	6	7	0	0	3	1	1
1	0	1	1	1	5	4	1	0	1	2	1	0
0	1	1	0	0	10	6	2	0	2	6	1	0
1	0	1	1	1	5	3	60	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	3	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
0	0	0	1	0	10	3	571	0	0	1	1	1
0	1	1	1	0	11	7	2	0	0	3	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	3	972	0	0	1	1	1
1	0	1	1	1	6	4	3	0	0	2	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
0	1	1	0	0	9	5	65	2	0	6	0	1
1	0	1	1	1	7	4	1	0	1	2	1	0
1	0	1	1	1	11	4	1	0	0	2	1	1
1	1	1	1	1	8	3	1	0	0	1	1	1
0	1	1	0	0	10	4	2	0	2	1	1	0
1	1	1	1	1	10	5	1	0	0	2	1	1
0	1	1	0	1	13	5	262	0	0	7	1	1
0	1	1	0	0	9	4	9	1	3	1	0	0
0	0	0	0	1	7	3	9	0	0	2	1	1
0	1	1	0	1	18	3	40	1	0	4	0	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	0	0	11	2	2	0	1	4	1	0
1	1	1	1	1	7	5	1	0	0	3	1	1
0	0	1	1	0	6	2	301	0	1	1	1	0
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	6	3	3	0	0	1	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	7	4	2	0	1	2	1	0
0	0	1	1	0	4	3	5	0	0	2	1	1
1	0	1	1	1	10	9	3	0	0	5	1	1
1	1	1	1	1	5	5	1	0	1	2	1	0
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	4	1	1	0	3	0	1
1	0	1	1	1	8	6	1	0	0	2	1	1
1	0	1	1	1	9	6	2	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	8	7	2	0	0	3	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	0	0	0	0	9	1	6	0	0	2	1	1
0	0	0	1	0	7	3	1	0	0	1	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
0	0	1	1	0	11	2	1809	0	0	1	1	1
1	1	1	1	1	8	7	1	0	2	3	1	0
0	1	1	0	0	9	4	14	2	1	1	0	0
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	8	5	1	0	1	3	1	0
0	0	1	1	0	5	3	1	0	0	2	1	1
1	0	1	1	1	10	8	7	0	0	3	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	5	2	0	0	2	1	1
0	0	1	1	0	4	4	2	0	0	2	1	1
0	0	1	1	0	7	4	11	0	0	2	1	1
0	1	1	0	0	9	3	8	0	0	1	1	1
1	1	1	1	1	8	5	1	0	0	3	1	1
1	0	1	1	1	9	5	258	0	0	2	1	1
1	1	1	1	1	7	4	1	1	0	2	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	0	0	1	6	5	5	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	1	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	10	3	1	0	0	2	1	1
1	0	1	1	1	11	3	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	14	9	1	0	0	6	1	1
1	0	1	1	1	9	7	1	0	0	4	1	1
1	0	1	1	1	9	7	1	0	0	4	1	1
1	0	1	1	1	6	1	1068	0	0	1	1	1
1	0	1	1	1	8	5	3	0	0	2	1	1
0	0	1	1	0	6	2	43	0	0	1	1	1
0	1	1	0	0	6	4	10	0	0	4	1	1
0	0	1	1	0	7	3	1	0	0	2	1	1
1	1	1	1	1	10	5	1	1	2	2	0	0
1	0	1	1	1	6	5	24	0	0	2	1	1
0	1	1	0	0	7	3	10	0	2	3	1	0
0	0	1	1	0	7	3	1	0	0	2	1	1
